time;period
155.504;1.25490
156.759;1.25482
158.014;1.25477
159.269;1.25469
160.523;1.25464
161.778;1.25453
163.032;1.25448
164.287;1.25444
165.541;1.25435
166.795;1.25429
168.049;1.25423
169.304;1.25416
170.558;1.25410
171.812;1.25407
173.066;1.25398
174.320;1.25393
175.574;1.25384
176.827;1.25382
178.081;1.25372
179.335;1.25368
180.588;1.25362
181.842;1.25355
183.095;1.25348
184.349;1.25344
185.602;1.25337
186.856;1.25332
188.109;1.25326
189.362;1.25318
190.615;1.25317
191.868;1.25308
193.121;1.25302
194.374;1.25298
195.627;1.25291
196.880;1.25288
198.133;1.25281
199.386;1.25277
200.638;1.25272
201.891;1.25266
203.144;1.25261
204.396;1.25253
205.649;1.25251
206.901;1.25245
208.154;1.25239
209.406;1.25230
210.658;1.25231
211.910;1.25225
213.163;1.25220
214.415;1.25217
215.667;1.25211
216.919;1.25205
218.171;1.25202
219.423;1.25200
220.675;1.25193
221.927;1.25188
223.179;1.25184
224.430;1.25180
225.682;1.25174
226.934;1.25171
228.185;1.25166
229.437;1.25160
230.689;1.25158
231.940;1.25150
233.192;1.25146
234.443;1.25143
235.694;1.25137
236.946;1.25133
238.197;1.25129
239.448;1.25128
240.699;1.25117
241.951;1.25117
243.202;1.25111
244.453;1.25108
245.704;1.25104
246.955;1.25102
248.206;1.25097
249.457;1.25096
250.708;1.25085
251.959;1.25084
253.209;1.25080
254.460;1.25076
255.711;1.25071
256.961;1.25069
258.212;1.25065
259.463;1.25065
260.713;1.25050
261.964;1.25055
263.214;1.25053
264.465;1.25046
265.715;1.25043
266.966;1.25039
268.216;1.25036
269.466;1.25034
270.717;1.25027
271.967;1.25026
273.217;1.25021
274.467;1.25021
275.717;1.25013
276.968;1.25009
278.218;1.25014
279.468;1.24995
280.717;1.24985
281.967;1.24996
283.217;1.24993
284.467;1.24993
285.717;1.24989
286.967;1.24980
288.217;1.24980
289.467;1.24978
290.716;1.24973
291.966;1.24972
293.216;1.24966
294.465;1.24963
295.715;1.24958
296.964;1.24957
298.214;1.24951
299.463;1.24950
300.713;1.24947
301.962;1.24940
303.212;1.24939
304.461;1.24934
305.710;1.24938
306.960;1.24928
308.209;1.24928
309.458;1.24923
310.707;1.24920
311.957;1.24920
313.206;1.24910
314.455;1.24914
315.704;1.24905
316.953;1.24904
318.202;1.24903
319.451;1.24894
320.700;1.24892
321.949;1.24893
323.198;1.24888
324.447;1.24889
325.695;1.24881
326.944;1.24881
328.193;1.24877
329.442;1.24870
330.690;1.24874
331.939;1.24866
333.188;1.24867
334.436;1.24865
335.685;1.24860
336.934;1.24856
338.182;1.24853
339.431;1.24851
340.679;1.24846
341.927;1.24843
343.176;1.24844
344.424;1.24836
345.673;1.24837
346.921;1.24828
348.169;1.24833
349.417;1.24826
350.666;1.24824
351.914;1.24819
353.162;1.24815
354.410;1.24814
355.658;1.24813
356.906;1.24808
358.154;1.24807
359.403;1.24805
360.651;1.24802
361.898;1.24795
363.146;1.24796
364.394;1.24791
365.642;1.24791
366.890;1.24789
368.138;1.24780
369.386;1.24786
370.634;1.24779
371.881;1.24772
373.129;1.24770
374.377;1.24772
375.624;1.24767
376.872;1.24765
378.120;1.24763
379.367;1.24759
380.615;1.24759
381.862;1.24748
383.110;1.24751
384.357;1.24751
385.605;1.24743
386.852;1.24740
388.100;1.24740
389.347;1.24737
390.594;1.24734
